1,0,1,0,0.333333
1,0,1,1,0.333333
1,0,1,2,0.333333
1,0,1,3,0.333333
1,1,1,0,0.333333
1,1,1,1,0.333333
1,1,1,2,0.333333
1,1,1,3,0.333333
1,2,1,0,0.333333
1,2,1,1,0.333333
1,2,1,2,0.333333
1,2,1,3,0.333333
1,3,1,0,0.333333
1,3,1,1,0.333333
1,3,1,2,0.333333
1,3,1,3,0.333333
1,4,1,0,0.333333
1,4,1,1,0.333333
1,4,1,2,0.333333
1,4,1,3,0.333333
1,5,1,0,0.363636
1,5,1,1,0.333333
1,5,1,2,0.333333
1,5,1,3,0.333333
1,6,1,0,0.424242
1,6,1,1,0.333333
1,6,1,2,0.333333
1,6,1,3,0.333333
1,7,1,0,0.484848
1,7,1,1,0.355556
1,7,1,2,0.333333
1,7,1,3,0.333333
1,8,1,0,0.545455
1,8,1,1,0.387097
1,8,1,2,0.333333
1,8,1,3,0.333333
1,9,1,0,0.606061
1,9,1,1,0.416667
1,9,1,2,0.333333
1,9,1,3,0.333333
1,10,1,0,0.333333
1,10,1,1,0.333333
1,10,1,2,0.333333
1,10,1,3,0.333333
1,11,1,0,0.333333
1,11,1,1,0.333333
1,11,1,2,0.333333
1,11,1,3,0.333333
1,12,1,0,0.378788
1,12,1,1,0.333333
1,12,1,2,0.333333
1,12,1,3,0.333333
1,13,1,0,0.439394
1,13,1,1,0.333333
1,13,1,2,0.333333
1,13,1,3,0.333333
1,14,1,0,0.469697
1,14,1,1,0.347339
1,14,1,2,0.333333
1,14,1,3,0.333333
1,15,1,0,0.530303
1,15,1,1,0.379404
1,15,1,2,0.333333
1,15,1,3,0.333333
1,16,1,0,0.575758
1,16,1,1,0.402116
1,16,1,2,0.333333
1,16,1,3,0.333333
1,17,1,0,0.383838
1,17,1,1,0.333333
1,17,1,2,0.333333
1,17,1,3,0.333333
1,18,1,0,0.444444
1,18,1,1,0.333333
1,18,1,2,0.333333
1,18,1,3,0.333333
1,19,1,0,0.454545
1,19,1,1,0.338983
1,19,1,2,0.333333
1,19,1,3,0.333333
1,20,1,0,0.505051
1,20,1,1,0.366300
1,20,1,2,0.333333
1,20,1,3,0.333333
1,21,1,0,0.545455
1,21,1,1,0.387097
1,21,1,2,0.333333
1,21,1,3,0.333333
1,22,1,0,0.585859
1,22,1,1,0.407018
1,22,1,2,0.333333
1,22,1,3,0.333333
1,23,1,0,0.646465
1,23,1,1,0.435374
1,23,1,2,0.333333
1,23,1,3,0.333333
1,24,1,0,0.686869
1,24,1,1,0.453333
1,24,1,2,0.338308
1,24,1,3,0.333333
1,25,1,0,0.727273
1,25,1,1,0.470588
1,25,1,2,0.347826
1,25,1,3,0.333333
1,26,1,0,0.767677
1,26,1,1,0.487179
1,26,1,2,0.356808
1,26,1,3,0.333333
1,27,1,0,0.808081
1,27,1,1,0.503145
1,27,1,2,0.365297
1,27,1,3,0.333333
1,28,1,0,0.929293
1,28,1,1,0.547619
1,28,1,2,0.388186
1,28,1,3,0.333333
1,0,2,0,0.333333
1,0,2,1,0.333333
1,0,2,2,0.333333
1,0,2,3,0.333333
1,1,2,0,0.333333
1,1,2,1,0.333333
1,1,2,2,0.333333
1,1,2,3,0.333333
1,2,2,0,0.333333
1,2,2,1,0.333333
1,2,2,2,0.333333
